date,market,Paid Search,Paid Social,OTAs,Paid Display,Paid Search_rev,Paid Social_rev,OTAs_rev,Paid Display_rev,total_revenue,conversions,conversions_base
2024-11-03,Azalea,19768.69487175769,15682.303949633288,10415.036198995029,13488.929848264843,51398.60666656999,69002.13737838647,31245.108596985086,44513.46849927398,196159.3211412155,2295.0640573522214,1961.5932114121551
2024-11-10,Azalea,20039.00567563372,17907.068154314635,9603.014750143066,16896.304499861315,52101.414756647675,78791.0998789844,28809.044250429197,55757.804849542335,215459.3637356036,2520.874555706562,2154.593637356036
2024-11-17,Azalea,21877.00204329502,13285.684887167436,8393.661252908332,12868.450347437734,56880.20531256705,58457.01350353672,25180.983758724997,42465.88614654452,182984.0887213733,2140.9138380400673,1829.840887213733
2024-11-24,Azalea,19329.611644022447,16428.000988184183,10709.856436860317,11868.907957217629,50256.99027445837,72283.20434801042,32129.569310580948,39167.396258818175,193837.1601918679,2267.8947742448545,1938.371601918679
2024-12-01,Azalea,17459.618845794786,11970.30555062827,9330.227571899468,13541.51782978225,45395.00899906645,52669.34442276439,27990.682715698404,44687.00883828142,170742.04497581066,1997.6819262169845,1707.4204497581065
2024-12-08,Azalea,20642.28123239061,12508.522442576024,10259.771388776773,12693.571283511907,53669.93120421559,55037.49874733451,30779.314166330318,41888.78523558929,181375.5293534697,2122.093693435595,1813.7552935346969
2024-12-15,Azalea,17348.427691396602,15307.450211891055,10087.313077669,9942.653463904879,45105.91199763117,67352.78093232065,30261.939233006997,32810.7564308861,175531.38859384492,2053.7172465479853,1755.3138859384492
2024-12-22,Azalea,21073.36208104485,16121.56905273647,11624.576864762916,13896.843693662826,54790.741410716604,70934.90383204047,34873.73059428875,45859.58418908732,206458.96002613317,2415.569832305758,2064.5896002613317
2024-12-29,Azalea,15866.991896128726,13124.349920169754,10772.552900812989,12924.814711641975,41254.178929934686,57747.139648746925,32317.658702438966,42651.888548418516,173970.86582953908,2035.459130205607,1739.7086582953907
2024-01-07,Begonia,21545.143058918144,22705.462981309443,10856.33576603975,14044.018152325078,56017.371953187176,99904.03711776156,32569.00729811925,46345.259902672755,234835.67627174073,2348.356762717407,2348.356762717407
2024-01-14,Begonia,22862.005290479607,16302.782502611597,9527.096133039482,13366.144596887882,59441.21375524698,71732.24301149104,28581.288399118446,44108.277169730005,203863.0223355865,2038.630223355865,2038.630223355865
2024-01-21,Begonia,17681.524356387286,14526.362786519981,9271.954678256345,12147.37345089538,45971.96332660694,63915.99626068793,27815.864034769034,40086.33238795475,177790.15601001866,1777.9015601001865,1777.9015601001865
2024-01-28,Begonia,26943.975700020528,11265.469614816504,11029.39028556177,9097.111431858626,70054.33682005337,49568.066305192624,33088.17085668531,30020.467725133465,182731.04170706478,1827.3104170706479,1827.3104170706479
2024-02-04,Begonia,18584.204402631698,17177.901193934733,10096.420028643193,10060.059399727248,48318.93144684242,75582.76525331283,30289.260085929578,33198.196019099916,187389.1528051847,1873.8915280518472,1873.8915280518472
2024-02-11,Begonia,17854.088872220094,16359.195497869352,8904.450052424294,12389.625461247555,46420.63106777225,71980.46019062515,26713.350157272882,40885.76402211693,186000.2054377872,1860.002054377872,1860.002054377872
2024-02-18,Begonia,20136.71551971144,13696.799304788366,13215.916133987988,13141.05424017242,52355.46035124975,60265.91694106882,39647.74840196397,43365.478992568984,195634.6046868515,1956.346046868515,1956.346046868515
2024-02-25,Begonia,13924.572240027179,15372.908629538855,9007.320302847418,13534.380002633203,36203.88782407067,67640.79796997097,27021.960908542256,44663.454008689565,175530.10071127347,1755.3010071127346,1755.3010071127346
2024-03-03,Begonia,17622.4377847019,14770.527117066202,10757.480918470686,13558.35934950622,45818.33824022494,64990.31931509129,32272.44275541206,44742.585853370525,187823.6861640988,1878.2368616409879,1878.2368616409879
2024-03-10,Begonia,16399.11077883267,14330.997528318103,9287.582033258566,10824.007381367319,42637.68802496494,63056.38912459966,27862.7460997757,35719.22435851215,169276.04760785244,1692.7604760785243,1692.7604760785243
2024-03-17,Begonia,25296.36272084329,15809.963421921912,8108.674068497432,13652.151504698597,65770.54307419257,69563.83905645642,24326.022205492296,45052.09996550537,204712.50430164667,2047.1250430164666,2047.1250430164666
2024-03-24,Begonia,26366.468591037898,17064.930521102295,7720.94505106898,11128.378668840747,68552.81833669853,75085.69429285011,23162.835153206943,36723.64960717446,203524.99738993007,2035.2499738993006,2035.2499738993006
2024-03-31,Begonia,23800.73344755987,13584.661068762438,10665.729142219343,13394.341296172806,61881.90696365566,59772.50870255473,31997.187426658027,44201.32627737026,197852.92937023868,1978.529293702387,1978.529293702387
2024-04-07,Begonia,17219.20858526575,14880.9492878764,5138.098989896391,10156.102245598278,44769.942321690956,65476.17686665616,15414.296969689172,33515.137410474315,159175.5535685106,1591.755535685106,1591.755535685106
2024-04-14,Begonia,19242.295545820518,12504.433636070302,12448.616955897452,9425.745519670862,50029.96841913335,55019.507998709334,37345.85086769236,31104.96021491384,173500.2875004489,1735.002875004489,1735.002875004489
2024-04-21,Begonia,18679.86653990905,15261.481154572182,12161.909933599174,9415.448127877009,48567.65300376353,67150.51708011761,36485.72980079752,31070.97882199413,183274.87870667278,1832.7487870667278,1832.7487870667278
2024-04-28,Begonia,23489.49125646488,15020.466122039174,8527.737023428073,12831.786253673887,61072.67726680869,66090.05093697237,25583.21107028422,42344.89463712383,195090.8339111891,1950.908339111891,1950.908339111891
2024-05-05,Begonia,20597.17908672041,13799.56624568241,10104.703127485029,11306.435525648832,53552.66562547307,60718.09148100261,30314.109382455084,37311.23723464114,181896.10372357193,1818.9610372357192,1818.9610372357192
2024-05-12,Begonia,20340.552035753743,16324.261349042094,12379.025224218029,9771.932102111672,52885.43529295973,71826.74993578522,37137.075672654086,32247.375936968518,194096.63683836756,1940.9663683836757,1940.9663683836757
2024-05-19,Begonia,26399.1001239688,11095.824400954996,9772.322357446625,13058.970971672237,68637.66032231889,48821.62736420199,29316.967072339874,43094.60420651838,189870.85896537913,1898.7085896537913,1898.7085896537913
2024-05-26,Begonia,20842.975603205097,13754.600960358812,9687.816624464087,11112.598317614102,54191.736568333254,60520.244225578776,29063.44987339226,36671.574448126536,180447.00511543083,1804.4700511543083,1804.4700511543083
2024-06-02,Begonia,18231.905729167367,16699.20419404205,10535.523228947572,10752.762728530823,47402.95489583516,73476.49845378503,31606.569686842715,35484.11700415171,187970.1400406146,1879.7014004061461,1879.7014004061461
2024-06-09,Begonia,22698.79962629975,15614.59904175322,11219.29317825844,13133.331915462502,59016.87902837936,68704.23578371418,33657.87953477532,43339.995321026254,204718.98966789508,2047.1898966789508,2047.1898966789508
2024-06-16,Begonia,17513.014967233783,13879.63791960606,11120.940407684893,13098.666477780236,45533.838914807835,61070.40684626667,33362.82122305468,43225.59937667478,183192.66636080397,1831.9266636080397,1831.9266636080397
2024-06-23,Begonia,19937.295218107556,15234.654766617565,11916.497343682637,10935.171500095506,51836.96756707965,67032.48097311729,35749.49203104791,36086.06595031517,190705.00652156002,1907.0500652156002,1907.0500652156002
2024-06-30,Begonia,21641.292143510113,14595.614695132212,9673.47819515917,13977.798333576942,56267.3595731263,64220.70465858174,29020.43458547751,46126.734500803905,195635.23331798945,1956.3523331798945,1956.3523331798945
2024-07-07,Begonia,22476.24904696409,16627.01927200128,11958.218210731493,12037.806914938967,58438.247522106634,73158.88479680564,35874.65463219448,39724.76281929859,207196.54977040534,2071.9654977040536,2071.9654977040536
2024-07-14,Begonia,22045.85891388489,14379.466486813088,10486.249528732664,11765.742502138168,57319.233176100715,63269.65254197759,31458.74858619799,38826.95025705595,190874.58456133225,1908.7458456133224,1908.7458456133224
2024-07-21,Begonia,20290.987894978156,16190.314050873827,8772.66897514979,15766.29709623383,52756.56852694321,71237.38182384484,26318.006925449372,52028.78041757164,202340.73769380906,2023.4073769380907,2023.4073769380907
2024-07-28,Begonia,16981.947855500894,12571.622774424535,11737.166310250102,13424.992849133285,44153.06442430233,55315.14020746796,35211.498930750306,44302.47640213984,178982.17996466043,2094.091505586527,1789.8217996466044
2024-08-04,Begonia,21872.359451156466,16256.69101852856,9981.629840729627,10384.942131325502,56868.13457300681,71529.44048152567,29944.88952218888,34270.30903337416,192612.77361009552,2253.5694512381174,1926.1277361009552
2024-08-11,Begonia,20227.413674581177,13645.676576975777,11462.679600126627,11735.296713296151,52591.275553911066,60040.97693869342,34388.03880037988,38726.4791538773,185746.77044686166,2173.237214228281,1857.4677044686166
2024-08-18,Begonia,17523.508409622467,14357.228316694012,10619.397181413437,10985.295804952846,45561.12186501842,63171.80459345366,31858.19154424031,36251.47615634439,176842.59415905678,2069.058351660964,1768.4259415905678
2024-08-25,Begonia,17533.338813300707,15487.374422983825,10367.449856663085,11087.502284331966,45586.68091458184,68144.44746112883,31102.349569989252,36588.75753829548,181422.2354839954,2122.640155162746,1814.222354839954
2024-09-01,Begonia,18586.885083145033,15464.099874715273,7827.873487754014,9466.5652061222,48325.90121617709,68042.03944874721,23483.620463262043,31239.66518020326,171091.22630838963,2001.7673478081585,1710.9122630838963
2024-09-08,Begonia,17844.66733624269,14573.105696576305,10466.361348397008,14655.641190509194,46396.135074231,64121.66506493575,31399.084045191023,48363.61592868034,190280.5001130381,2226.281851322546,1902.8050011303812
2024-09-15,Begonia,22572.978869606057,14680.122940073146,9971.475688145967,10195.447143651943,58689.74506097575,64592.54093632185,29914.4270644379,33644.97557405141,186841.6886357869,2186.0477570387065,1868.416886357869
2024-09-22,Begonia,19944.46059202283,14422.682722159723,10484.077840507134,10510.984301605818,51855.59753925936,63459.80397750279,31452.233521521404,34686.2481952992,181453.88323358278,2123.0104338329184,1814.5388323358277
2024-09-29,Begonia,21558.039542723516,18065.477826005153,9836.859777314714,12723.081099778095,56050.90281108114,79488.10243442268,29510.579331944144,41986.167629267715,207035.7522067157,2422.3183008185733,2070.357522067157
2024-10-06,Begonia,22070.43197513334,14197.559056228327,10336.138722715625,12022.66632140723,57383.12313534668,62469.259847404646,31008.416168146876,39674.79886064386,190535.59801154205,2229.266496735042,1905.3559801154206
2024-10-13,Begonia,20293.028295646494,13453.980432289067,10036.765261388415,12896.39692424181,52761.87356868089,59197.5139020719,30110.295784165246,42558.10984999797,184627.793104916,2160.145179327517,1846.2779310491599
2024-10-20,Begonia,24353.430823385126,16918.541652170414,13229.773686267334,10618.774386801511,63318.92014080133,74441.58326954982,39689.321058802,35041.955476444986,212491.77994559816,2486.153825363498,2124.9177994559814
2024-10-27,Begonia,22616.961910162034,15366.684011476704,13284.704399826509,10545.063086360728,58804.10096642129,67613.4096504975,39854.11319947953,34798.7081849904,201070.3320013887,2352.522884416248,2010.7033200138872
2024-11-03,Begonia,17480.83447345767,13801.214709111955,6814.156413535289,11053.64096097463,45450.16963098995,60725.34472009261,20442.469240605868,36477.01517121628,163094.9987629047,1908.211485525985,1630.949987629047
2024-11-10,Begonia,17722.602015338907,15300.787572952415,10512.63396366574,15377.107510588596,46078.76523988116,67323.46532099062,31537.90189099722,50744.45478494236,195684.58723681135,2289.5096706706927,1956.8458723681135
2024-11-17,Begonia,22851.27151455815,13846.192688675193,8652.377992977463,12885.454508711711,59413.30593785119,60923.247830170854,25957.13397893239,42521.99987874865,188815.68762570308,2209.1435452207256,1888.1568762570307
2024-11-24,Begonia,16039.300378938075,18662.917531708707,11769.16018108193,11155.483826211532,41702.18098523899,82116.83713951832,35307.480543245794,36813.09662649805,195939.59529450117,2292.4932649456637,1959.3959529450117
2024-12-01,Begonia,14860.596412727367,17707.744748330824,9828.190232121073,14228.069361552232,38637.55067309116,77914.07689265563,29484.57069636322,46952.62889312236,192988.82715523237,2257.9692777162186,1929.8882715523237
2024-12-08,Begonia,15216.717023616899,13801.249954092455,10007.865549577275,12084.565068776536,39563.46426140394,60725.49979800681,30023.596648731822,39879.06472696256,170191.62543510512,1991.2420175907296,1701.916254351051
2024-12-15,Begonia,18649.80358556227,16245.699864694998,8398.569355926109,11743.716926961672,48489.4893224619,71481.079404658,25195.708067778327,38754.265858973515,183920.54265387176,2151.8703490502994,1839.2054265387176
2024-12-22,Begonia,20360.886895135696,16028.877668117499,11067.422317133334,9975.644234691836,52938.30592735281,70527.061739717,33202.2669514,32919.62597448305,189587.26059295287,2218.1709489375485,1895.8726059295286
2024-12-29,Begonia,15397.657487793134,17555.353643797018,10498.471017969387,10652.724234198204,40033.90946826215,77243.55603270688,31495.41305390816,35153.98997285407,183926.86852773125,2151.9443617744555,1839.2686852773124
2024-01-07,Carnation,24653.45592656757,15231.349268585718,11768.94577609574,12121.533266538196,64098.985409075685,67017.93678177717,35306.83732828722,40001.05977957604,206424.81929871615,2064.2481929871615,2064.2481929871615
2024-01-14,Carnation,26182.243774645962,18510.681684886407,9626.55377728139,13748.82771171784,68073.83381407951,81446.9994135002,28879.661331844167,45371.13144866887,223771.62600809275,2237.7162600809274,2237.7162600809274
2024-01-21,Carnation,21936.12784875544,17737.263115064696,8552.614809129844,13234.892627997191,57033.93240676415,78043.95770628467,25657.84442738953,43675.145672390725,204410.88021282907,2044.1088021282908,2044.1088021282908
2024-01-28,Carnation,23175.273460548764,11482.52102715377,8225.112231001338,8329.382080031819,60255.71099742679,50523.092519476595,24675.336693004014,27486.960864105,162941.1010740124,1629.411010740124,1629.411010740124
2024-02-04,Carnation,19191.779496666328,16435.084511591926,12253.535578144041,12133.370604755595,49898.62669133245,72314.37185100449,36760.60673443212,40040.12299569346,199013.72827246253,1990.1372827246253,1990.1372827246253
2024-02-11,Carnation,24885.846636713875,12239.797083570218,7444.926340967268,11900.014141986087,64703.20125545608,53855.107167708964,22334.779022901803,39270.04666855408,180163.13411462092,1801.6313411462093,1801.6313411462093
2024-02-18,Carnation,21152.19634681792,14934.610503811813,6898.836849940185,11839.58392887698,54995.71050172659,65712.28621677199,20696.510549820556,39070.62696529403,180475.13423361318,1804.7513423361318,1804.7513423361318
2024-02-25,Carnation,16086.59149848544,16339.345097660076,10549.897369145272,10308.216384610761,41825.137896062144,71893.11842970434,31649.692107435818,34017.11406921551,179385.0625024178,1793.850625024178,1793.850625024178
2024-03-03,Carnation,18458.39924798992,12881.572956222097,9905.981354090241,13719.256176902229,47991.838044773795,56678.921007377234,29717.944062270726,45273.54538377735,179662.2484981991,1796.622484981991,1796.622484981991
2024-03-10,Carnation,17042.82186099337,16008.093031035689,9204.61357244134,10572.82890192778,44311.336838582756,70435.60933655704,27613.84071732402,34890.33537636167,177251.1222688255,1772.511222688255,1772.511222688255
2024-03-17,Carnation,19678.908920136328,12929.515355161253,9169.526041979227,9843.819793340073,51165.163192354456,56889.867562709514,27508.57812593768,32484.60531802224,168048.2141990239,1680.4821419902391,1680.4821419902391
2024-03-24,Carnation,25894.17539874917,15070.527103943457,8950.411738011122,12385.1638393216,67324.85603674783,66310.31925735122,26851.235214033368,40871.04066976128,201357.4511778937,2013.574511778937,2013.574511778937
2024-03-31,Carnation,19663.01585092751,14558.060800933554,10921.250050065139,13363.513878085148,51123.84121241153,64055.46752410764,32763.750150195418,44099.59579768099,192042.65468439556,1920.4265468439555,1920.4265468439555
2024-04-07,Carnation,18408.49655716842,13848.36351871064,9587.422454272533,7856.541903475947,47862.09104863789,60932.799482326816,28762.267362817598,25926.588281470624,163483.74617525292,1634.8374617525292,1634.8374617525292
2024-04-14,Carnation,15454.426813404343,17733.748534889048,12467.451570251926,11551.735128798518,40181.509714851294,78028.49355351181,37402.354710755775,38120.725925035105,193733.083904154,1937.3308390415398,1937.3308390415398
2024-04-21,Carnation,21729.6708891673,15622.500309087072,14618.321212682857,14015.234840582238,56497.144311834985,68739.00135998313,43854.96363804857,46250.27497392138,215341.38428378807,2153.4138428378806,2153.4138428378806
2024-04-28,Carnation,19616.2472255577,13088.91911879915,7590.330519613641,12366.234544561,51002.24278645003,57591.24412271626,22770.99155884092,40808.5739970513,172173.05246505854,1721.7305246505855,1721.7305246505855
2024-05-05,Carnation,17730.94776414709,12155.492580804652,9030.14067363621,10053.213593494089,46100.46418678244,53484.16735554047,27090.422020908627,33175.60485853049,159850.65842176203,1598.5065842176202,1598.5065842176202
2024-05-12,Carnation,25061.424905217697,16763.279513898902,9988.041038025074,14663.899450002047,65159.70475356602,73758.42986115518,29964.12311407522,48390.86818500675,217273.12591380317,2172.731259138032,2172.731259138032
2024-05-19,Carnation,20232.104922942854,13277.431597343473,12284.686115904486,12970.038078632386,52603.47279965142,58420.69902831129,36854.05834771346,42801.12565948687,190679.35583516303,1906.7935583516303,1906.7935583516303
2024-05-26,Carnation,16888.26153702063,14619.322643832784,8686.572619922865,9510.960484264195,43909.47999625364,64325.019632864256,26059.717859768592,31386.16959807184,165680.38708695833,1656.8038708695833,1656.8038708695833
2024-06-02,Carnation,22778.532642594924,18818.83328094026,7902.148639271289,13013.344626043028,59224.1848707468,82802.86643613715,23706.445917813864,42944.03726594199,208677.5344906398,2086.775344906398,2086.775344906398
2024-06-09,Carnation,18048.07229263452,14025.749232470607,9111.409113641696,10444.816614576332,46924.98796084975,61713.29662287068,27334.227340925085,34467.89482810189,170440.4067527474,1704.404067527474,1704.404067527474
2024-06-16,Carnation,20145.564883834482,13338.099767177924,10405.685238669757,11909.571402991554,52378.468697969656,58687.63897558287,31217.055716009272,39301.58562987213,181584.74901943395,1815.8474901943396,1815.8474901943396
2024-06-23,Carnation,19283.15585940077,13184.872675916804,9134.8430041475,13359.70420648636,50136.205234442,58013.43977403394,27404.5290124425,44087.02388140499,179641.19790232342,1796.4119790232342,1796.4119790232342
2024-06-30,Carnation,21502.75156287314,13044.889510402898,10148.998458143838,13352.49682206922,55907.15406347017,57397.51384577276,30446.995374431513,44063.239512828426,187814.90279650287,1878.1490279650286,1878.1490279650286
2024-07-07,Carnation,14991.784156635884,16086.72038475987,9006.06436158123,13027.077603467687,38978.6388072533,70781.56969294343,27018.19308474369,42989.35609144337,179767.7576763838,1797.677576763838,1797.677576763838
2024-07-14,Carnation,17710.222530372448,11390.235798670961,7558.686343175255,12086.552903990487,46046.578578968365,50117.03751415223,22676.059029525764,39885.6245831686,158725.29970581495,1587.2529970581495,1587.2529970581495
2024-07-21,Carnation,20779.167505164445,13191.366749791183,10957.88868816606,9009.263887915873,54025.83551342756,58042.01369908121,32873.66606449818,29730.57083012238,174672.08610712935,1746.7208610712935,1746.7208610712935
2024-07-28,Carnation,19801.76060405805,12577.967600475087,9022.245838296762,12085.317608369545,51484.57757055093,55343.05744209039,27066.737514890287,39881.5481076195,173775.9206351511,1737.759206351511,1737.759206351511
2024-08-04,Carnation,17418.759904148144,14230.888911540349,11509.43921382166,10961.594634858333,45288.77575078518,62615.91121077754,34528.31764146498,36173.262295032495,178606.26689806022,1786.0626689806022,1786.0626689806022
2024-08-11,Carnation,22507.076336195427,12740.586290684763,10794.706266872925,14594.82351718422,58518.398474108115,56058.57967901296,32384.118800618773,48162.917606707924,195124.01456044777,1951.2401456044777,1951.2401456044777
