geo,time,PaidSearch_impression,PaidSocial_impression,OTA_impression,PaidDisplay_impression,Competitor_Sales,GQV,PaidSearch_spend,PaidSocial_spend,OTA_spend,PaidDisplay_spend,Organic_channel0_impression,Promo,conversions,revenue_per_conversion,population
Azalea,2024-08-05,14248.067782284535,11121.166843041556,8247.316473873618,7251.8200620565885,2345.973555928537,30849.86451453654,1271.5241029957413,1359.0670221165701,954.1370996918183,800.6528305301144,24653.788564198912,0,345,114.44941211962552,1000000
Azalea,2024-08-12,14929.212243424794,10120.630256788443,5273.083677736184,8025.242705694274,2450.7071156288084,33587.71127897981,1429.0751899170295,1405.2947336298523,703.5076539419896,982.3261751998127,19191.779496666328,0,286,102.9939015102543,1000000
Azalea,2024-08-19,13567.653401902497,10996.900430163063,7158.060141882735,8245.175158844035,1977.408903573463,29385.443467242723,1314.818956083955,1197.7922612047596,879.6405429696326,866.2337872138696,15676.412718512005,0,385,80.76206275309976,1000000
Azalea,2024-08-26,14368.660451363414,11067.751480759587,5693.188652229983,7157.66800256707,1967.8908920136328,26035.63583868828,1373.3196492193697,1059.0180320508966,748.6133082663307,772.8943773733258,18409.22714488268,0,310,91.3921437471634,1000000
Azalea,2024-09-02,13717.735962481414,11425.677132300254,6247.598148632877,8361.191241042723,1631.5837942629128,27263.600818312392,1092.9515355161252,1184.7075731280215,804.2134081741929,961.7506788828647,21738.513204649564,0,342,102.82146471886333,1000000
Azalea,2024-09-09,15939.440404227618,11559.787455717289,6822.870293000383,8053.933990666848,1773.094776414709,31017.318179336115,1628.9935427002567,1162.6445940665433,857.6556963055766,937.3500185452243,15180.661039227281,0,380,89.49356245124302,1000000
Azalea,2024-09-16,12641.873158151122,11367.828042593972,6315.458882262303,7986.090903339546,2304.3598078061896,41871.64701746194,1015.5492580804652,1084.0162544320765,764.9210754827131,926.1867279037316,19990.112239017937,0,363,94.42467958033558,1000000
Azalea,2024-09-23,12799.232404967011,10207.28502189878,6945.749267288765,9967.319818201862,2014.5564883834481,25680.04615160092,1124.8763493230485,992.5800403553496,892.6177547531641,1129.1299968564156,18222.81822728339,0,405,119.20703776088729,1000000
Azalea,2024-09-30,13742.508422182822,10637.999101697851,6172.298843337213,8567.636979392673,2485.883646631193,40216.602448411526,1133.8099767177923,1258.5379903474714,791.5091167504168,928.4789261711692,20622.510455477408,0,370,109.62718199363715,1000000
Azalea,2024-10-07,13898.039275158699,8840.518536451016,5289.543787326683,7487.323717486708,1804.4491676593523,23944.919001187714,1147.3481686914965,929.2676849003221,637.2457562116838,905.7701935993658,19801.76060405805,0,363,81.04866046225384,1000000
Azalea,2024-10-14,14785.819074650668,10638.330458774382,7738.355299229013,8586.73815787796,2026.8181757436948,30848.646421951868,1309.4797342632828,1109.7046981655424,876.0251094635361,1032.759492579413,16902.112792897115,0,316,77.99233203150499,1000000
Azalea,2024-10-21,14156.196887963753,10783.72090609019,6788.41777237365,7486.7790842596305,2261.3374110295076,40377.00399322719,1533.5564123319614,1238.163126495182,833.7602662075202,850.574764065304,20869.324570689238,0,335,111.74697477622097,1000000
Azalea,2024-10-28,13978.227518877266,10195.254500902178,4620.552099492467,9140.04901751333,2028.6861337668176,34462.05409907606,1234.7952935664318,1098.5380469273941,576.967009237411,1026.1911648806,22469.31492723502,0,273,80.26041183187638,1000000
Azalea,2024-11-04,12367.783943181523,12135.346428902198,6725.357002513079,7750.777287507269,2249.100744963274,25750.77815267604,1004.2827508440316,1371.5631064810393,833.8496407494414,850.1654503319038,18621.917301379268,0,279,100.64503581920924,1000000
Azalea,2024-11-11,13323.080038695898,10786.296028775263,6897.517215664113,9875.473088443707,2302.5808849546506,36929.516606455494,1128.7832348182264,1147.8709899340568,882.9138684585268,1054.4369956619512,22920.67234256037,0,364,86.33095765081288,1000000
Azalea,2024-11-18,11471.055715789642,10437.255476350812,7657.218118968293,8091.657028206799,2144.302769521014,33628.83311949346,944.2559502191443,1424.4066467233774,865.4365656354057,893.3298394907454,20328.184383814678,0,299,81.86425693114177,1000000
Azalea,2024-11-25,14450.04772128985,9942.71843127235,8143.784469984325,9314.070460752564,1959.9797426325367,27059.565868427235,1344.7768048558262,998.7832263300454,988.6828112124236,922.0660022286189,21571.85800132338,0,423,111.12840518691051,1000000
Azalea,2024-12-02,12525.96904950507,8870.17560616954,6957.801057382493,8846.792014679233,1926.2770807742168,22484.285234409468,1097.5791249479664,951.7714992201346,882.3170583961914,908.7981560626084,19221.225945909187,0,271,93.85164522770465,1000000
Azalea,2024-12-09,14658.334654324062,10600.444714587367,4874.7151103482165,7001.712102833848,2044.7859690417433,26612.168936331465,1245.455286050466,1362.0689803508026,615.5094759703907,777.9369395345532,20474.767942860104,0,261,84.44575168930136,1000000
Azalea,2024-12-16,13866.788292148853,11053.215113845949,6297.304218600944,8114.698442608609,2373.8255577492887,35457.53425961231,1185.2675986239528,1117.9711588139412,796.7246729784001,834.7890274639482,12047.090574820964,0,280,83.1867658722872,1000000
Azalea,2024-12-23,9960.593934165561,10819.054514383499,6801.334861871426,9194.008186454583,2008.9950903581473,29553.89412203165,885.32195351837,1177.5183049856307,852.7764760931661,999.986865314489,17681.998573179586,0,291,85.39836584646321,1000000
Begonia,2024-01-01,14220.988661849475,10812.589596225202,5635.585743347491,9047.743629180593,1675.6810017200307,35796.64901682124,1195.0959467440452,1273.4061841841876,677.7872191108055,985.5598116206866,18917.10150254276,0,404,115.33511183345038,900000
Begonia,2024-01-08,13991.847295472577,10153.21449603848,7285.817433328711,7061.7192982899005,1349.0366938877423,36233.473682647935,1423.1871213888528,949.53312418974,976.4686934262719,751.0198522861053,15760.926963974667,0,271,88.2509591793863,900000
Begonia,2024-01-15,14349.30801598954,11075.150880730938,6260.808574395965,9268.787783089418,1595.544373368286,21449.15803671687,1191.01618263821,1259.8704171528107,796.2365297575152,1032.3962258419826,20923.405306676177,0,284,112.57186065596846,900000
Begonia,2024-01-22,14675.931827654751,11070.11595318399,6695.931411741157,6152.380487067593,2471.1483905783416,38102.667225829384,1448.652818804543,1006.7328930364013,810.0817422254053,704.4488416828408,21580.81223789537,0,262,82.89170753805523,900000
Begonia,2024-01-29,11440.731355038613,9717.762643319715,5956.17516718658,7826.025161286371,1723.0300261667287,22966.69451575889,931.825153733671,1008.0634549896448,737.5181422304321,903.1309260253,18165.446591024156,0,284,88.37047720304288,900000
Begonia,2024-02-05,12445.475344795283,11303.78343216568,5700.603094314341,8200.81188316887,2296.136660038613,21552.213869608648,1029.6630788767334,1512.1971985147711,769.5446361512743,911.4384968337263,18023.69352265593,0,374,79.79692139101974,900000
Begonia,2024-02-12,14753.875967727738,10718.766612052867,6088.148675486443,10446.466222487375,1781.8588472525394,22148.876400547717,1293.0023019006076,1465.6200953453265,737.3032942212233,1117.4938269596314,21865.42988665159,1,290,81.15683839135326,900000
Begonia,2024-02-19,14459.802834443535,10429.327425150675,6404.602412706038,9764.241617630676,2189.8824901380394,27731.278457317792,1250.496272889699,1002.0978166293892,777.3754780991324,1027.748241363204,23186.629552741135,0,277,84.9544248818821,900000
Begonia,2024-02-26,13859.471729795869,11526.576426666452,6605.396523599303,6993.711817063116,2281.4851417927994,30148.780697478727,1385.9236438265173,1231.1531530744667,827.1578837195374,746.7901709015629,20084.955128391382,0,355,101.83214453169239,900000
Begonia,2024-03-04,14428.985012688147,10642.557886981353,6843.436084496285,7557.856629870718,2084.9096616185648,34338.82512085444,1196.7910543565251,1043.6272688659292,927.7926829238165,868.6767296103845,23130.63772785966,0,410,85.48317636391351,900000
Begonia,2024-03-11,15549.449061809624,10818.58071978017,5852.518483499471,10203.449026247506,1873.9439548712428,27385.69986423366,1316.456797855085,1359.8220562598026,748.2711549899627,1069.1216928222696,24738.71643719214,0,369,87.92575462443368,900000
Begonia,2024-03-18,14741.311618228574,9016.621021765352,5186.407881777662,7867.664776111134,2486.3325673363147,35835.51457191818,1243.6430782278985,909.948254833866,679.2604168353625,771.53063043874,18008.30925936,0,339,85.38014152729914,900000
Begonia,2024-03-25,14814.714860575492,10714.626853125263,5640.383626223517,9572.704076150718,2060.8769062553897,33164.65908877755,1175.3718947150471,1116.6784321259618,736.2612872693483,1042.6819837329062,18343.330867157085,0,399,101.10387935270151,900000
Begonia,2024-04-01,12504.01895095938,10574.721770668903,6898.460890516471,7987.560237029479,1714.794862578402,34420.5041827959,996.8511770005537,1145.6197462350956,858.380037615629,965.2198923347211,16227.979098713466,0,360,78.64707971584416,900000
Begonia,2024-04-08,15621.199095249998,10734.56561353984,6240.029850386331,9801.129086151559,2175.1784555977893,39233.536628680165,1196.4777401927656,1233.5681927458347,798.3577103927248,1042.60719281377,22045.674468878933,0,298,104.63033255962915,900000
Begonia,2024-04-15,14828.722965858702,11504.26041238929,7431.512251413187,8382.933432800517,1749.93230381622,28148.383157013515,1228.141581842588,1260.8426389710569,871.500701380114,960.2899958624433,21441.686322232243,0,301,82.23419532217387,900000
Begonia,2024-04-22,13720.07192951004,11373.126783013611,6746.524508758245,9015.453361330825,2074.8151051132268,31095.751638319696,1305.7489645869634,1391.7677793910948,819.1099068019903,905.5723857787378,19076.665295140996,1,314,90.38424747174088,900000
Begonia,2024-04-29,14197.667088346478,10818.521360515646,6779.20165951229,7174.734253695578,2038.3408092100349,27599.340661520746,1615.4906559526949,1226.3318744835763,840.8512348377426,877.635312676429,22895.04488318969,1,277,118.80700361298287,900000
Begonia,2024-05-06,13980.98780320159,11940.578534720295,7218.015053262599,7149.467335393141,1693.630154860786,27489.728878236943,1188.2156305456824,1256.581781259678,956.5524029234341,892.1099686712415,21320.04335016,0,319,105.62246859336209,900000
Begonia,2024-05-13,14716.633751151789,10386.370109539572,5980.474183047721,8335.397891171531,1799.263675666207,26445.640347943794,1441.6712894598706,1166.6380832316652,685.3041371266561,886.2491639630438,19380.298494706014,0,336,104.32500714191482,900000
Begonia,2024-05-20,14684.883640116102,11223.854280008658,6866.997105062426,9124.95448873906,1973.079291713832,33545.018787942565,1283.5697643214862,1367.5943747382191,834.2725346377704,954.8103862984541,20589.56350910441,0,313,80.63336064911476,900000
Begonia,2024-05-27,14392.855484305015,9166.890881166826,6316.532024011625,7046.058985277538,1992.383286084654,28615.50580101811,1588.0234430898945,996.2593204914971,768.3902131563473,811.1001110438757,22987.25671004407,0,314,92.66221003830081,900000
Begonia,2024-06-03,11315.145152069657,10976.14432192901,7027.559365193495,8096.148291050745,1933.710747851101,34386.811452878355,983.2194353028553,1314.0621984216446,878.5800158650832,951.0549074141958,24510.19490530145,0,381,98.29702395231202,900000
Begonia,2024-06-10,14034.061457184891,11097.705142498316,6012.2994103884785,8302.220170436723,1866.505003587842,27532.685918179923,1305.3771677989062,1159.6220802477917,791.3861554516636,878.5185639459017,21869.92941996381,0,301,103.63936122946365,900000
Begonia,2024-06-17,14847.596610013867,11317.585900840984,7273.444465486673,8310.870131631264,2622.57826178758,30987.998023461998,1311.926073984035,1102.9594833441638,869.822331361359,947.2182462506099,23952.182196902977,0,406,107.92152847898993,900000
Begonia,2024-06-24,14510.611455354789,11935.140805555124,5947.572737976057,8394.896108617499,2169.283216408021,24360.86389749347,1162.1624363820865,1045.2635629694764,747.070176245378,974.2423857417486,22259.977281131723,0,398,78.24892840406291,900000
Begonia,2024-07-01,14158.406768850313,10284.11727082863,6351.648799183521,8213.221662795033,2505.1783074373607,35235.49151306077,1248.524692515331,949.7123889183615,839.922312260528,977.663512764329,20673.355455679917,0,283,114.30404571367472,900000
Begonia,2024-07-08,14489.637302213341,9817.001525593754,5565.642790223202,9515.259498258822,1794.3169156754577,32008.127527457367,1208.223147426212,955.0571579187025,742.7231575451474,996.0597890119167,22331.048287271868,1,361,83.08573989916088,900000
Begonia,2024-07-15,14785.849355324171,9575.728689684962,7179.509833787177,7003.851009835766,1611.5955572837283,24401.65052686928,1294.889185801711,1375.9093528889048,854.3600154594433,855.5262801496673,18912.677175790603,0,277,80.88931473232574,900000
Begonia,2024-07-22,14527.086946123101,9536.526802975044,6552.189300012963,6096.799559708415,2156.199326160263,25808.062544410575,1532.1653574757038,966.6152024265157,772.760402950019,648.5810972784018,15824.01098843597,0,270,76.65021421200943,900000
Begonia,2024-07-29,14915.141727015922,11119.394579513257,6627.835718039031,8485.905039332365,2218.288863091094,29813.888817450792,1235.6729897565235,1511.5121975341262,838.1935452231553,951.6049976629283,19785.196221757808,0,342,80.49494613045121,900000
Begonia,2024-08-05,14404.645876265457,11069.671296810633,6894.47270243909,7410.703444374575,2881.325854150332,19495.40569274041,1310.3891771614599,1171.500841922643,844.8390293615862,829.3483756551846,23257.599025603417,0,401,81.28430646403407,900000
Begonia,2024-08-12,14088.115519652098,11397.156786245096,6833.014403821052,7049.28434104434,2045.125671543073,32478.409439863022,1521.6365633475034,1044.0141109311703,861.277390506257,773.5901324191613,22610.203192066263,0,277,102.80312580905462,900000
Begonia,2024-08-19,14624.614217459874,10461.669745911167,6654.521216982716,7877.534030068311,2088.9884959028527,26141.858387915607,1372.992200493245,1132.6618758585307,806.7498535875009,923.7079188206858,24893.377556845615,0,404,119.97361765968,900000
Begonia,2024-08-26,15206.855634529324,11226.76715075699,6583.838781773024,8941.30928188945,2179.2200209549574,23861.960924315037,1287.1723306814015,1249.3143615455222,832.1357215450273,950.6304905082342,23568.411466773923,0,297,94.601249166582,900000
Begonia,2024-09-02,13578.129642205971,10557.418250500075,6042.829078143625,6098.644782762299,1819.7078110989917,23534.27338176921,1440.2345484621796,1218.0749938183951,697.1325666870916,746.6372899876349,19089.392043268406,0,287,102.15518670216201,900000
Begonia,2024-09-09,12698.736314136677,12145.471286295371,6768.540649564196,7091.0226070279305,2415.2818455531556,42198.762031696366,1162.3699309644553,1537.8653708016463,898.1765486991594,861.0202339789653,23067.71129602892,1,278,107.31553843019225,900000
Begonia,2024-09-16,14676.53663822024,10983.156736545641,6428.563168830175,7547.7625306880645,1814.7660162622706,34854.50365967155,1412.7818240104718,1162.0971467998554,839.2084529700869,877.332397465863,17047.18287412249,0,315,89.00884646202016,900000
Begonia,2024-09-23,13499.918521743466,10515.827772568182,5645.62273701314,7323.786000035931,1522.1018799404992,31598.909670712685,1102.0743726859325,1341.1156781982324,701.751260646169,873.044022000357,18195.897068146358,1,275,96.7595541023966,900000
Begonia,2024-09-30,14469.607704322452,11603.076697835295,6566.142180685352,8496.141515553325,1611.0872242208475,32498.185505629786,1388.0949475920797,1113.1555117208743,806.3688393651616,956.6353599895931,21203.57664898067,0,288,112.79375862900241,900000
Begonia,2024-10-07,12467.253395914902,11584.513239643005,5623.227000271481,9178.115991989518,1643.7204742911463,40725.74563886694,1051.227352921743,1096.0642203306138,728.1592734430802,1007.390925233333,17493.958840220726,0,358,113.82586848944528,900000
Begonia,2024-10-14,14533.875612182232,11729.746801691761,7193.123968210654,6565.849600793514,1768.3087924020574,32072.709071898942,1361.9641420454054,1383.6876656439215,962.3396562299046,715.5662447968416,19993.74860773945,0,299,94.26898267165267,900000
Begonia,2024-10-21,14109.159543025678,10492.621634653566,5901.914543690208,7390.557104384547,2070.1357735372244,26150.13384470679,1413.796615837055,1444.2594934692806,762.0872259012513,875.5703567877166,20102.25040477768,1,319,104.28948160712373,900000
Begonia,2024-10-28,12839.121867868676,10110.845833738664,5931.275671641543,8889.171220356422,2188.8240754660364,25046.538056811485,988.8208707592746,1024.1095114708025,676.6531898719894,983.399748093225,17957.338153882756,0,307,79.35044023410238,900000
Begonia,2024-11-04,13288.571755448269,10841.7957751526,7636.97740646917,8814.555936035713,2057.6147349470093,31966.589196971858,1152.8940114820466,1385.4139762815655,909.1310120594269,973.0965745088613,26957.988619945085,0,305,112.17304336136377,900000
Begonia,2024-11-11,14280.5596260667,10437.70169474981,5900.629855127748,7000.129795417823,1660.5640938042711,40778.715816033946,1238.1767071594998,1039.4108492646596,711.0253898213431,815.4854750170573,15196.942106894743,0,310,116.37263879464878,900000
Begonia,2024-11-18,14533.69615703595,11160.848903098007,6934.834050297301,8183.320432090866,2160.952953071121,26221.274202535777,1316.365871709513,1185.1665520213287,891.9076482987768,865.1670546973619,19475.120729913775,0,315,118.90245903869618,900000
Begonia,2024-11-25,13293.606701505263,10674.793482645004,6716.97107751276,9751.780393285302,1702.3060201891717,28141.435483535497,1120.3064036417925,1166.228020897497,819.7578922051408,1195.785316302922,20191.8703607328,0,408,76.16153581272691,900000
Begonia,2024-12-02,14432.23720740506,10012.266716823064,6061.800359407101,8567.78675304365,2459.225249703109,32999.64364998102,1311.3299849794214,1279.4539131535096,792.9501221940909,958.3801972591442,16370.915771476677,0,299,77.76073321998007,900000
Begonia,2024-12-09,14194.534421850409,10783.387759578089,6137.847407872591,7612.238936123598,1781.380495587679,30078.43356897801,1543.7523703394634,1096.6999867555585,793.7343043797556,832.3621167088388,18116.214539738154,1,307,111.62866212777084,900000
Begonia,2024-12-16,13716.56065079229,9660.270346378802,4005.8291842606286,8388.273329106409,1827.0468797819842,33795.775801513235,1489.9108270882648,977.2653047325144,544.6078865098045,1012.1183893487129,21624.388184614363,0,281,86.69159439352654,900000
Begonia,2024-12-23,9366.029000274404,10019.920995853085,6123.262442425769,6549.141286350337,1741.1283983748503,35841.08860908433,781.791541571018,1216.3268445313681,688.1368571801193,780.7072520349369,19879.73446203034,0,281,91.91497283155962,900000
Carnation,2024-01-01,18828.001016116228,11913.004856773468,6068.1195704738475,9027.932499129482,2222.6286116027923,26971.425384983308,1594.2340654987217,1168.60144842722,733.0927261340083,1024.7885624875291,26471.92463979651,0,450,102.62701131420278,700000
Carnation,2024-01-08,17179.366495818067,10098.573360323167,6477.161168805484,8290.522999474671,2389.6433974541155,25987.536333941764,1359.8585160812984,1021.3064791068291,806.2685396886873,910.6376036877615,18635.53905233464,0,306,90.73664533856324,700000
Carnation,2024-01-15,13585.437484466252,10621.60245571527,6922.0201237078445,9477.003036300468,2398.4582425547173,28745.834917724762,1090.617803463612,1280.4979128790928,918.5704154662997,986.274397279808,19031.96048347359,0,410,98.86359599621213,700000
Carnation,2024-01-22,17231.66660915839,10573.131732657544,7947.180080152552,9128.193687455236,1615.6106979569436,27026.11872722169,1411.246001880132,1418.3428035121674,979.9271575019,989.4961501272485,19368.889524316863,0,355,94.77322453625035,700000
Carnation,2024-01-29,15499.22804757402,10708.46128071553,6595.788844111356,9094.02816973776,2147.2924854914754,38036.72788009996,1255.7492752828457,1158.4780050166619,830.74066978091,997.8884655047157,19253.92662144936,0,396,104.52728269564821,700000
Carnation,2024-02-05,17320.760061660665,11406.344712821998,6597.622480132926,8010.270050068054,2217.084085753334,32472.217070418093,1446.9755572099634,1248.941200627003,803.0311657494342,888.6753899957542,15524.191560585876,0,350,101.56564607064479,700000
Carnation,2024-02-12,17602.099526557075,9695.446536901252,6961.136501688494,8021.931761157654,1825.842965058583,25747.3977289535,1413.1019291263087,935.8855861266273,875.3341621104532,945.7390061859334,19372.930228141926,0,333,107.98820832133536,700000
Carnation,2024-02-19,17739.993493105332,10275.071717259547,5179.928836423817,8218.54588659752,1371.7638117008669,25914.072666955024,1417.7156808841219,1122.803767617278,688.97766134904,933.357967769125,17538.968526407913,0,331,114.87881012092836,700000
Carnation,2024-02-26,11919.993168014502,10637.886424862962,5010.200668746708,9537.41135298017,2618.4510729909193,40030.464440795615,1016.3268534133937,935.8786782028836,647.4343685429906,1051.510092411262,24626.329857703626,0,332,111.22450498563464,700000
Carnation,2024-03-04,18175.44616438558,11473.912901418607,7654.537232407283,8195.74907246921,1734.187263700498,27841.02105679897,1541.6732461186284,1198.9435801612897,931.2408621742632,1033.9082464038433,22402.809918888386,0,432,78.98701933558277,700000
Carnation,2024-03-11,19842.79623154379,11291.048851734307,5512.705310881686,9718.644276951532,2565.3758917803825,35443.74309852093,1602.6899486484263,1294.6217526832165,697.5813175670795,1122.4911079601027,18883.37967178684,0,405,91.30059487435298,700000
Carnation,2024-03-18,19388.933648934453,11516.481973576403,6958.667631003971,5904.825879551112,2417.149934372224,29039.4447363928,1608.648705654438,1120.8334703631092,877.1438991915824,672.4842190431253,21205.31384767572,0,425,81.00659875871747,700000
Carnation,2024-03-25,15232.858197697582,11234.387128037512,7429.491739881809,7727.052802814614,1969.9537770560141,36134.66611942154,1294.4970189898727,1465.8377395004616,966.125921454787,845.1484492096474,22298.240835154073,0,297,86.11404595823998,700000
